"RELAÇÃO DAS ESCOLAS ESTADUAIS (ESTABELECIMENTOS DE ENSINO), ENDEREÇO E E-MAIL",,,,,,,,3569
Municipio,UREGI,SRE,ESTABELECIMENTO DE ENSINO,E-MAIL (INSTITUCIONAL),SITUAÇÃO MAPA (X -> ENVIADO & VAZIO -> NÃO ENVIADO),DATA DE ACUSAÇÃO DE RECEBIMENTO,DATA DE ENVIO DO MAPA PARA AS ESCOLAS,2662
LEME DO PRADO,CAPELINHA,SRE DIAMANTINA,EE DOM PEDRO II,escola.24554@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
LEME DO PRADO,CAPELINHA,SRE DIAMANTINA,EE PROFESSORA FLORA BRASILEIRA PIRES CÉSAR,escola.24562@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
LEME DO PRADO,CAPELINHA,SRE DIAMANTINA,EE SANTOS BARROSO,escola.24538@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
LEOPOLDINA,MURIAÉ,SRE LEOPOLDINA,CONSERVATÓRIO ESTADUAL MÚSICA LIA SALGADO,escola.98299@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
LEOPOLDINA,MURIAÉ,SRE LEOPOLDINA,EE AUGUSTO DOS ANJOS,escola.98175@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
LEOPOLDINA,MURIAÉ,SRE LEOPOLDINA,EE DOUTOR POMPÍLIO GUIMARÃES,escola.98337@educacao.mg.gov.br,x,,,
LEOPOLDINA,MURIAÉ,SRE LEOPOLDINA,EE EMÍLIO RAMOS PINTO,escola.98221@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
LEOPOLDINA,MURIAÉ,SRE LEOPOLDINA,EE ENÉAS FRANÇA,escola.98230@educacao.mg.gov.br,x,,,
LEOPOLDINA,MURIAÉ,SRE LEOPOLDINA,EE JUSTINIANO FONSECA,escola.98370@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
LEOPOLDINA,MURIAÉ,SRE LEOPOLDINA,EE LUIZ SALGADO LIMA,escola.98256@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
LEOPOLDINA,MURIAÉ,SRE LEOPOLDINA,EE MARCO AURÉLIO MONTEIRO DE BARROS,escola.98345@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
LEOPOLDINA,MURIAÉ,SRE LEOPOLDINA,EE OMAR RESENDE PERES,escola.98264@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
LEOPOLDINA,MURIAÉ,SRE LEOPOLDINA,EE PROFESSOR BOTELHO REIS,escola.98302@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
LEOPOLDINA,MURIAÉ,SRE LEOPOLDINA,EE SEBASTIÃO MEDEIROS,escola.98353@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
LEOPOLDINA,MURIAÉ,SRE LEOPOLDINA,EE SEBASTIÃO SILVA COUTINHO,escola.98311@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
LIBERDADE,JUIZ DE FORA,SRE CAXAMBU,EE FREI JOSÉ WULFF,escola.68969@educacao.mg.gov.br,X,24/05/2022,20/05/2022,
LIMA DUARTE,JUIZ DE FORA,SRE JUIZ DE FORA,CESEC DE LIMA DUARTE,escola.69108@educacao.mg.gov.br,x,26/05/2022,24/05/2022,
LIMA DUARTE,JUIZ DE FORA,SRE JUIZ DE FORA,EE ADALGISA DE PAULA DUQUE,escola.69019@educacao.mg.gov.br,x,26/05/2022,24/05/2022,
LIMA DUARTE,JUIZ DE FORA,SRE JUIZ DE FORA,EE JOAQUIM DELGADO DE PAIVA,escola.69094@educacao.mg.gov.br,x,26/05/2022,24/05/2022,
LIMA DUARTE,JUIZ DE FORA,SRE JUIZ DE FORA,EE TIAGO DELGADO,escola.69027@educacao.mg.gov.br,x,,,
LIMEIRA DO OESTE,UBERABA,SRE UBERABA,EE IZOLDINO SOARES DE FREITAS,escola.159280@educacao.mg.gov.br,X,27/05/2022,27/05/2022,
LONTRA,JANUÁRIA,SRE MONTES CLAROS,EE GUIMARÃES ROSA,escola.82678@educacao.mg.gov.br,,,,
LUISBURGO,MANHUAÇU,SRE MANHUAÇU,EE JOAQUIM KNUPP,escola.75248@educacao.mg.gov.br,X,25/05/2022,25/05/2022,
LUISLÂNDIA,SÃO FRANCISCO,SRE MONTES CLAROS,EE SÃO JUDAS TADEU,escola.276880@educacao.mg.gov.br,,01/06/2022,01/06/2022,
LUISLÂNDIA,SÃO FRANCISCO,SRE MONTES CLAROS,EE TEÓFILO PIRES,escola.79677@educacao.mg.gov.br,,02/06/2022,01/06/2022,
LUMINÁRIAS,LAVRAS,SRE VARGINHA,EE PROFESSOR FABREGAS,escola.134287@educacao.mg.gov.br,x,24/05/2022,20/05/2022,
LUZ,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE CAPITÃO ALEXANDRE DU,escola.34240@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
LUZ,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE COMENDADOR ZICO TOBIAS,escola.34185@educacao.mg.gov.br,x,,27/05/2022,
LUZ,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE DONA LICA RAPOSO,escola.218405@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
LUZ,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE SANDOVAL DE AZEVEDO,escola.310514@educacao.mg.gov.br,x,,27/05/2022,
MACHACALIS,TEÓFILO OTONI,SRE TEÓFILO OTONI,EE ANTÔNIO DIAS DOS SANTOS,escola.253839@educacao.mg.gov.br,x,26/05/2022,25/05/2022,
MACHACALIS,TEÓFILO OTONI,SRE TEÓFILO OTONI,EE JOSÉ DE ALENCAR,escola.147133@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
MACHADO,ALFENAS,SRE VARGINHA,CESEC DOUTOR TANCREDO DE ALMEIDA NEVES,escola.173100@educacao.mg.gov.br,x,30/05/2022,,
MACHADO,ALFENAS,SRE VARGINHA,EE DE DOURADINHO,escola.173223@educacao.mg.gov.br,x,27/05/2022,,
MACHADO,ALFENAS,SRE VARGINHA,EE DOM PEDRO I,escola.173215@educacao.mg.gov.br,x,30/05/2022,,
MACHADO,ALFENAS,SRE VARGINHA,EE GABRIEL ODORICO,escola.173045@educacao.mg.gov.br,x,27/05/2022,,
MACHADO,ALFENAS,SRE VARGINHA,EE IRACEMA RODRIGUES,escola.173061@educacao.mg.gov.br,x,30/05/2022,,
MACHADO,ALFENAS,SRE VARGINHA,EE PAULINA RIGOTTI DE CASTRO,escola.173088@educacao.mg.gov.br,x,31/05/2022,,
MACHADO,ALFENAS,SRE VARGINHA,EE RUBENS GARCIA,escola.173169@educacao.mg.gov.br,x,31/05/2022,,
MADRE DE DEUS DE MINAS,SÃO JOÃO DEL REI,SRE BARBACENA,EE SOUSA LEITE,escola.15725@educacao.mg.gov.br,X,19/05/2022,19/05/2022,
MALACACHETA,CAPELINHA,SRE TEÓFILO OTONI,EE DE JAGUARITIRA,escola.147281@educacao.mg.gov.br,x,07/06/2022,,
MALACACHETA,CAPELINHA,SRE TEÓFILO OTONI,EE DE SANTO ANTÔNIO DO MUCURI,escola.147311@educacao.mg.gov.br,x,07/06/2022,,
MALACACHETA,CAPELINHA,SRE TEÓFILO OTONI,EE DEPUTADO CASTRO PIRES,escola.147168@educacao.mg.gov.br,x,26/05/2022,,
MALACACHETA,CAPELINHA,SRE TEÓFILO OTONI,EE GERALDO DOS SANTOS COIMBRA,escola.147290@educacao.mg.gov.br,x,07/06/2022,,
MALACACHETA,CAPELINHA,SRE TEÓFILO OTONI,EE MESTRA ZULMIRA,escola.147206@educacao.mg.gov.br,x,13/06/2022,,
MALACACHETA,CAPELINHA,SRE TEÓFILO OTONI,EE MONSENHOR CLÓVIS VIEIRA DA FONSECA,escola.147141@educacao.mg.gov.br,x,13/06/2022,,
MALACACHETA,CAPELINHA,SRE TEÓFILO OTONI,EE STELLA ABRANTES,escola.147192@educacao.mg.gov.br,x,10/06/2022,,
MAMONAS,JANAÚBA,SRE JANAÚBA,EE ARISTIDES JOSÉ TOLENTINO,escola.80241@educacao.mg.gov.br,x,23/5/2022,23/5/2022,
MANGA,JANUÁRIA,SRE JANUÁRIA,EE DE BREJO SÃO CAETANO DO JAPURÉ,escola.62731@educacao.mg.gov.br,,28/06/2022,06/12/2021,
MANGA,JANUÁRIA,SRE JANUÁRIA,EE MINISTRO PETRÔNIO PORTELA,escola.62766@educacao.mg.gov.br,,29/06/2022,06/12/2021,
MANGA,JANUÁRIA,SRE JANUÁRIA,EE PRESIDENTE OLEGÁRIO MACIEL,escola.62758@educacao.mg.gov.br,,,06/12/2021,
MANGA,JANUÁRIA,SRE JANUÁRIA,EE PRESIDENTE TANCREDO DE ALMEIDA NEVES,escola.62774@educacao.mg.gov.br,,28/06/2022,06/12/2021,
MANGA,JANUÁRIA,SRE JANUÁRIA,EE PROFESSOR JOSÉ RIBEIRO CAMPOS,escola.62928@educacao.mg.gov.br,,,06/12/2021,
MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,CESEC PROFESSOR HIRAM DE CARVALHO,escola.75191@educacao.mg.gov.br,x,27/05/2022,26/05/2022,
MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,COLÉGIO TIRADENTES PMMG,escola.75230@educacao.mg.gov.br,x,13/06/2022,26/05/2022,
MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE ANA MENDES PEREIRA DUTRA,escola.75337@educacao.mg.gov.br,x,27/05/2022,26/05/2022,
MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE ANTÔNIO SILVA ROCHA,escola.364940@educacao.mg.gov.br,x,27/05/2022,26/05/2022,
MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE ANTÔNIO WELERSON,escola.75124@educacao.mg.gov.br,x,13/06/2022,26/05/2022,
MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE CORDOVIL PINTO COELHO,escola.75141@educacao.mg.gov.br,x,30/05/2022,26/05/2022,
MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE DE EDUCAÇÃO ESPECIAL PEARL WHITE SLAIB FADLALA,escola.75175@educacao.mg.gov.br,x,13/06/2022,26/05/2022,
MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE DE MANHUAÇU,escola.75167@educacao.mg.gov.br,x,13/06/2022,26/05/2022,
MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE DE SÃO SEBASTIÃO DO SACRAMENTO,escola.75353@educacao.mg.gov.br,x,13/06/2022,26/05/2022,
MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE DOUTOR ELÓY WERNER,escola.75329@educacao.mg.gov.br,x,13/06/2022,26/05/2022,
MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE JOÃO XAVIER DA COSTA,escola.75132@educacao.mg.gov.br,x,13/06/2022,26/05/2022,
MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE LUDOVINO ALVES FILGUEIRAS,escola.75159@educacao.mg.gov.br,x,27/05/2022,26/05/2022,
MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE MANOEL AGOSTINHO FERREIRA,escola.75345@educacao.mg.gov.br,x,13/06/2022,26/05/2022,
MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE MARIA DE LUCCA PINTO COELHO,escola.75183@educacao.mg.gov.br,x,13/06/2022,26/05/2022,
MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE MONSENHOR GONZALEZ,escola.75213@educacao.mg.gov.br,x,27/05/2022,26/05/2022,
MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE RENATO GUSMAN,escola.75116@educacao.mg.gov.br,x,13/06/2022,26/05/2022,
MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE SALIME NACIF,escola.75221@educacao.mg.gov.br,x,30/05/2022,26/05/2022,
MANHUAÇU,MANHUAÇU,SRE MANHUAÇU,EE SÃO VICENTE DE PAULO,escola.75094@educacao.mg.gov.br,x,13/06/2022,26/05/2022,
MANHUMIRIM,MANHUAÇU,SRE MANHUAÇU,CESEC JURACY BATISTA CORRÊA,escola.75434@educacao.mg.gov.br,x,,,
MANHUMIRIM,MANHUAÇU,SRE MANHUAÇU,EE ALFREDO LIMA,escola.75388@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
MANHUMIRIM,MANHUAÇU,SRE MANHUAÇU,EE PROFESSOR JOSÉ VENÂNCIO FERREIRA,escola.75400@educacao.mg.gov.br,x,,,
MANTENA,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,CESEC PREFEITO JOSÉ ROMERO DUQUE,escola.44253@educacao.mg.gov.br,,23/05/2022,23/05/2022,
MANTENA,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE CÂNDIDO ILHÉU,escola.44270@educacao.mg.gov.br,,23/05/2022,23/05/2022,
MANTENA,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE DONA RAIMUNDA DUQUE,escola.44245@educacao.mg.gov.br,,23/05/2022,23/05/2022,
MANTENA,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE PROFESSORA ZILDA PINHEIRO DA SILVA,escola.44181@educacao.mg.gov.br,,23/05/2022,23/05/2022,
MAR DE ESPANHA,CATAGUASES,SRE JUIZ DE FORA,EE DE MAR DE ESPANHA,escola.69230@educacao.mg.gov.br,x,27/05/2022,26/05/2022,
MAR DE ESPANHA,CATAGUASES,SRE JUIZ DE FORA,EE ESTÊVÃO PINTO,escola.69191@educacao.mg.gov.br,x,27/05/2022,25/05/2022,
MAR DE ESPANHA,CATAGUASES,SRE JUIZ DE FORA,EE MANNARINO LUIGI,escola.69264@educacao.mg.gov.br,x,30/05/2022,25/05/2022,
MARAVILHAS,SETE LAGOAS,SRE SETE LAGOAS,EE PROFESSOR FRANCISCO TIBÚRCIO,escola.34274@educacao.mg.gov.br,x,27/05/2022,,
MARIA DA FÉ,POUSO ALEGRE,SRE ITAJUBÁ,EE NOSSA SENHORA DE LOURDES,escola.55697@educacao.mg.gov.br,sem convênio,Sem convênio,Sem convênio,
MARIA DA FÉ,POUSO ALEGRE,SRE ITAJUBÁ,EE RENASCER - EDUCAÇÃO ESPECIAL,escola.55735@educacao.mg.gov.br,sem convênio,Sem convênio,Sem convênio,
MARIA DA FÉ,POUSO ALEGRE,SRE ITAJUBÁ,EE SÃO JOSÉ,escola.55743@educacao.mg.gov.br,sem convênio,Sem convênio,Sem convênio,
MARIANA,PONTE NOVA,SRE OURO PRETO,EE CÔNEGO BRAGA,escola.106372@educacao.mg.gov.br,x,28/06/2022,,
MARIANA,PONTE NOVA,SRE OURO PRETO,EE CÔNEGO MAURO DE FARIA,escola.106348@educacao.mg.gov.br,x,27/05/2022,,
MARIANA,PONTE NOVA,SRE OURO PRETO,EE CORONEL BENJAMIM GUIMARÃES,escola.106399@educacao.mg.gov.br,x,31/05/2022,,
MARIANA,PONTE NOVA,SRE OURO PRETO,EE DOM BENEVIDES,escola.106275@educacao.mg.gov.br,x,27/05/2022,,
MARIANA,PONTE NOVA,SRE OURO PRETO,EE DOM SILVÉRIO,escola.106291@educacao.mg.gov.br,x,30/05/2022,,
MARIANA,PONTE NOVA,SRE OURO PRETO,EE DONA REPARATA DIAS DE OLIVEIRA,escola.106259@educacao.mg.gov.br,x,26/05/2022,,
MARIANA,PONTE NOVA,SRE OURO PRETO,EE DOUTOR GOMES FREIRE,escola.106283@educacao.mg.gov.br,x,27/05/2022,,
MARIANA,PONTE NOVA,SRE OURO PRETO,EE JOÃO RAMOS FILHO,escola.356808@educacao.mg.gov.br,x,26/05/2022,,
MARIANA,PONTE NOVA,SRE OURO PRETO,EE MONSENHOR MORAIS,escola.106364@educacao.mg.gov.br,x,26/05/2022,,
MARIANA,PONTE NOVA,SRE OURO PRETO,EE PADRE VIEGAS,escola.106381@educacao.mg.gov.br,x,30/06/2022,,
MARIANA,PONTE NOVA,SRE OURO PRETO,EE PROFESSOR SOARES FERREIRA,escola.106321@educacao.mg.gov.br,x,23/05/2022,,
MARILAC,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE JOAQUIM MONTEIRO,escola.44563@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
MÁRIO CAMPOS,BELO HORIZONTE,SRE METROPOLITANA B,EE CONSELHEIRO AFONSO PENA,escola.9199@educacao.mg.gov.br,x,06/06/2022,23/05/2022,
MÁRIO CAMPOS,BELO HORIZONTE,SRE METROPOLITANA B,EE DE MÁRIO CAMPOS,escola.9156@educacao.mg.gov.br,x,27/05/2022,23/05/2022,
MARIPÁ DE MINAS,CATAGUASES,SRE JUIZ DE FORA,EE PREFEITO WALTER TREZZA,escola.322539@educacao.mg.gov.br,X,25/05/2022,25/05/2022,
MARLIÉRIA,IPATINGA,SRE CORONEL FABRICIANO,EE HORTO BELÉM,escola.191396@educacao.mg.gov.br,X,18/05/2022,18/05/2022,
MARLIÉRIA,IPATINGA,SRE CORONEL FABRICIANO,EE LIBERATO DE CASTRO,escola.191361@educacao.mg.gov.br,X,18/05/2022,18/05/2022,
MARMELÓPOLIS,POUSO ALEGRE,SRE ITAJUBÁ,EE ALBANO DE OLIVEIRA,escola.55751@educacao.mg.gov.br,x,19/05/2022,19/05/2022,
MARTINHO CAMPOS,CURVELO,SRE PARÁ DE MINAS,EE DOUTOR JOSÉ GONÇALVES,escola.34312@educacao.mg.gov.br,,24/05/2022,23/05/2022,
MARTINHO CAMPOS,CURVELO,SRE PARÁ DE MINAS,EE FRANCISCO DIAS,escola.34339@educacao.mg.gov.br,,25/05/2022,23/05/2022,
MARTINHO CAMPOS,CURVELO,SRE PARÁ DE MINAS,EE INDÍGENA CAXIXÓ TAOCA SÉRGIA,escola.322865@educacao.mg.gov.br,,24/05/2022,23/05/2022,
MARTINHO CAMPOS,CURVELO,SRE PARÁ DE MINAS,EE PADRE NONÔ,escola.34347@educacao.mg.gov.br,,23/05/2022,23/05/2022,
MARTINS SOARES,MANHUAÇU,SRE MANHUAÇU,EE DE MARTINS SOARES,escola.75485@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
MATA VERDE,ALMENARA,SRE ALMENARA,EE DE MATA VERDE,escola.184594@educacao.mg.gov.br,X,30/05/2022,30/05/2022,
MATA VERDE,ALMENARA,SRE ALMENARA,EE JOSÉ FERREIRA DA ROCHA,escola.209643@educacao.mg.gov.br,X,30/05/2022,30/05/2022,
MATERLÂNDIA,GUANHÃES,SRE GUANHÃES,EE RAIMUNDO DECO,escola.44580@educacao.mg.gov.br,x,27/06/2022,,
MATEUS LEME,SETE LAGOAS,SRE METROPOLITANA B,EE ALVINO ALCÂNTARA FERNANDES,escola.34444@educacao.mg.gov.br,x,04/07/2022,31/05/2022,
MATEUS LEME,SETE LAGOAS,SRE METROPOLITANA B,EE DOMINGOS JUSTINO RIBEIRO,escola.34363@educacao.mg.gov.br,x,04/07/2022,31/05/2022,
MATEUS LEME,SETE LAGOAS,SRE METROPOLITANA B,EE ELIAS SALOMÃO,escola.34380@educacao.mg.gov.br,x,04/07/2022,31/05/2022,
MATEUS LEME,SETE LAGOAS,SRE METROPOLITANA B,EE MANOEL ANTÔNIO DE SOUSA,escola.34401@educacao.mg.gov.br,x,04/07/2022,31/05/2022,
MATHIAS LOBATO,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE PAULO LUIZ,escola.45764@educacao.mg.gov.br,x,20/05/2022,19/05/2022,
MATIAS BARBOSA,JUIZ DE FORA,SRE JUIZ DE FORA,EE CÔNEGO JOAQUIM MONTEIRO,escola.69353@educacao.mg.gov.br,x,23/05/2022,23/05/2022,
MATIAS CARDOSO,JANAÚBA,SRE JANUÁRIA,EE DE ENSINO MÉDIO,escola.342734@educacao.mg.gov.br,X,25/05/2022,20/05/2022,
MATIAS CARDOSO,JANAÚBA,SRE JANUÁRIA,EE DO POVOADO DE RANCHO GRANDE,escola.62910@educacao.mg.gov.br,X,20/05/2022,20/05/2022,
MATIAS CARDOSO,JANAÚBA,SRE JANUÁRIA,EE DOM BOSCO,escola.62821@educacao.mg.gov.br,,30/06/2022,,
MATIPÓ,MANHUAÇU,SRE MANHUAÇU,EE DO BAIRRO BOA VISTA,escola.205541@educacao.mg.gov.br,x,03/06/2022,25/05/2022,
MATIPÓ,MANHUAÇU,SRE MANHUAÇU,EE JOSÉ MENDES MAGALHÃES,escola.75507@educacao.mg.gov.br,x,30/05/2022,25/05/2022,
MATIPÓ,MANHUAÇU,SRE MANHUAÇU,EE MARIA VICÊNCIA BRANDÃO,escola.75531@educacao.mg.gov.br,x,27/05/2022,25/05/2022,
MATIPÓ,MANHUAÇU,SRE MANHUAÇU,EE VALDOMIRO MAGALHÃES,escola.75523@educacao.mg.gov.br,x,27/05/2022,25/05/2022,
MATIPÓ,MANHUAÇU,SRE MANHUAÇU,EE WALDOMIRO MENDES DE ALMEIDA,escola.75493@educacao.mg.gov.br,x,30/05/2022,25/05/2022,
MATO VERDE,JANAÚBA,SRE JANAÚBA,EE EDUARDO FRIEIRO,escola.80829@educacao.mg.gov.br,x,17/5/2022,17/5/2022,
MATO VERDE,JANAÚBA,SRE JANAÚBA,EE ERÓDIAS ALVES CAMARGO,escola.80870@educacao.mg.gov.br,x,17/5/2022,17/5/2022,
MATO VERDE,JANAÚBA,SRE JANAÚBA,EE IONE SILVEIRA MENDES,escola.80853@educacao.mg.gov.br,x,20/5/2022,17/5/2022,
MATO VERDE,JANAÚBA,SRE JANAÚBA,EE IRÊNIO PINHEIRO,escola.239186@educacao.mg.gov.br,x,20/5/2022,17/5/2022,
MATO VERDE,JANAÚBA,SRE JANAÚBA,EE PROFESSOR JOSÉ AMÉRICO BARBOSA,escola.80837@educacao.mg.gov.br,x,20/5/2022,17/5/2022,
MATOZINHOS,SETE LAGOAS,SRE SETE LAGOAS,EE BENTO GONÇALVES,escola.141194@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
MATOZINHOS,SETE LAGOAS,SRE SETE LAGOAS,EE FELÍCIA FERNANDES CAMPOS,escola.141275@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
MATOZINHOS,SETE LAGOAS,SRE SETE LAGOAS,EE HERMELITA SOARES HORTA,escola.141259@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
MATOZINHOS,SETE LAGOAS,SRE SETE LAGOAS,EE PROFESSORA VITIZA OCTAVIANO VIANA,escola.141186@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
MATOZINHOS,SETE LAGOAS,SRE SETE LAGOAS,EE VISCONDE DO RIO DAS VELHAS,escola.141216@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
MATOZINHOS,SETE LAGOAS,SRE SETE LAGOAS,EE WALDEMAR PEZZINI,escola.310646@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
MATUTINA,PATOS DE MINAS,SRE PATOS DE MINAS,EE ANA ROCHA,escola.118737@educacao.mg.gov.br,x,26/05/2022,,
MEDEIROS,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE JOSÉ SABINO DA PAIXÃO,escola.34495@educacao.mg.gov.br,x,24/05/2022,23/05/2022,
MEDINA,ALMENARA,SRE ARAÇUAÍ,CESEC NANETE ANTUNES GUIMARÃES,escola.311944@educacao.mg.gov.br,X,14/06/2022,30/05/2022,
MEDINA,ALMENARA,SRE ARAÇUAÍ,EE ANÍBAL MELO,escola.185175@educacao.mg.gov.br,X,30/05/2022,30/05/2022,
MEDINA,ALMENARA,SRE ARAÇUAÍ,EE DOUTOR HORACIANO SOUZA,escola.185141@educacao.mg.gov.br,X,,,
MEDINA,ALMENARA,SRE ARAÇUAÍ,EE DOUTOR MAX MACHADO,escola.185191@educacao.mg.gov.br,X,31/05/2022,30/05/2022,
MEDINA,ALMENARA,SRE ARAÇUAÍ,EE JOÃO FRANCISCO COSTA,escola.185183@educacao.mg.gov.br,X,,,
MEDINA,ALMENARA,SRE ARAÇUAÍ,EE LUIZ TANURE,escola.185159@educacao.mg.gov.br,X,15/06/2022,30/05/2022,
MEDINA,ALMENARA,SRE ARAÇUAÍ,EE MONSENHOR MANOEL,escola.185124@educacao.mg.gov.br,X,30/05/2022,30/05/2022,
MEDINA,ALMENARA,SRE ARAÇUAÍ,EE PROFESSOR QUERUBIM CIRINO DE MATOS,escola.185167@educacao.mg.gov.br,X,31/05/2022,30/05/2022,
MENDES PIMENTEL,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE DA FAZENDA EDUARDO NOGUEIRA,escola.44610@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
MENDES PIMENTEL,GOVERNADOR VALADARES,SRE GOVERNADOR VALADARES,EE NOSSA SENHORA APARECIDA,escola.44598@educacao.mg.gov.br,Sem convênio,Sem convênio,Sem convênio,
MERCÊS,CATAGUASES,SRE BARBACENA,EE SENA FIGUEIREDO,escola.15822@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
MESQUITA,IPATINGA,SRE CORONEL FABRICIANO,EE CAETANO DIAS,escola.191434@educacao.mg.gov.br,X,,,
MESQUITA,IPATINGA,SRE CORONEL FABRICIANO,EE PRUDENTE DE MORAIS,escola.191418@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
MINAS NOVAS,CAPELINHA,SRE DIAMANTINA,CESEC PROFESSORA MARIA GERALDA SILVA SANTOS,escola.24503@educacao.mg.gov.br,X,27/05/2022,26/05/2022,
MINAS NOVAS,CAPELINHA,SRE DIAMANTINA,EE CORONEL JOÃO ANDRÉ,escola.24414@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
MINAS NOVAS,CAPELINHA,SRE DIAMANTINA,EE DE INDAIÁ,escola.24520@educacao.mg.gov.br,X,31/05/2022,26/05/2022,
MINAS NOVAS,CAPELINHA,SRE DIAMANTINA,EE DE LAGOA GRANDE,escola.24422@educacao.mg.gov.br,X,31/05/2022,26/05/2022,
MINAS NOVAS,CAPELINHA,SRE DIAMANTINA,EE DE RIBEIRÃO DA FOLHA,escola.24465@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
MINAS NOVAS,CAPELINHA,SRE DIAMANTINA,EE DE RIBEIRÃO DOS SANTOS,escola.24473@educacao.mg.gov.br,X,31/05/2022,26/05/2022,
MINAS NOVAS,CAPELINHA,SRE DIAMANTINA,EE DOUTOR AGOSTINHO DA SILVA SILVEIRA,escola.24481@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
MINAS NOVAS,CAPELINHA,SRE DIAMANTINA,EE ERNESTO ALVES DE MENDONÇA,escola.218448@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
MINAS NOVAS,CAPELINHA,SRE DIAMANTINA,EE FRANCISCO SOARES SILVA,escola.24490@educacao.mg.gov.br,X,31/05/2022,26/05/2022,
MINAS NOVAS,CAPELINHA,SRE DIAMANTINA,EE JOÃO FERNANDES DE AZEVEDO,escola.218421@educacao.mg.gov.br,X,31/05/2022,26/05/2022,
MINAS NOVAS,CAPELINHA,SRE DIAMANTINA,EE JOSÉ BENTO NOGUEIRA,escola.24431@educacao.mg.gov.br,X,30/05/2022,26/05/2022,
MINAS NOVAS,CAPELINHA,SRE DIAMANTINA,EE PRESIDENTE COSTA E SILVA,escola.24457@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
MINAS NOVAS,CAPELINHA,SRE DIAMANTINA,EE PROFESSORA ODÍLIA CÂNDIDA DE SOUSA,escola.24449@educacao.mg.gov.br,X,31/05/2022,26/05/2022,
MINAS NOVAS,CAPELINHA,SRE DIAMANTINA,EE SANTOS COSTA,escola.29190@educacao.mg.gov.br,X,31/05/2022,26/05/2022,
